# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-a" "analyses/03_annotation/braker3_chr3/braker_output/braker.gtf" "-o" "analyses/06_counts/featurecounts_braker_chr3.txt" "analyses/05_expression/mapping/control/Control_1.sorted.bam" "analyses/05_expression/mapping/control/Control_2.sorted.bam" "analyses/05_expression/mapping/control/Control_3.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_expression/mapping/control/Control_1.sorted.bam	analyses/05_expression/mapping/control/Control_2.sorted.bam	analyses/05_expression/mapping/control/Control_3.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam
g2549	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	109435;109623;110167;110335;110558;111063;111482;111870;112191;112614;113612;113900;114214;114372;114912;115374;115872	109449;109681;110261;110421;110825;111235;111559;111943;112298;112661;113797;114086;114310;114524;115309;115720;115886	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2388	5351	3569	4754	3128	2175	3989
g2550	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	118069;119727;120797;121864;122680;122782;123099	119300;120534;121211;121937;122688;122966;123369	-;-;-;-;-;-;-	2994	3087	1585	1516	766	560	1111
g2551	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	122518;122784;123431;123469;123620;123620;126185;126185;126667;126667;126937;126937;127578;127578;127810;127810	122552;123254;123561;123561;123756;123756;126468;126468;126883;126883;127087;127087;127710;127710;128004;128004	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1754	153	250	247	159	86	88
g2552	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	128490;128490;129116;129116;129747;129747;130317;130317;131093;131381	128892;128892;129507;129507;129997;129997;130767;130692;131230;131407	+;+;+;+;+;+;+;+;+;+	1662	2812	5342	3524	2425	1579	1708
g2553	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	137836;138183;138503;138866	138026;138321;138733;139045	-;-;-;-	741	0	0	0	0	0	0
g2554	contig_54_pilon;contig_54_pilon;contig_54_pilon	141811;142322;142684	142194;142384;142689	-;-;-	453	0	0	0	0	0	0
g2555	contig_54_pilon	145296	145649	-	354	0	0	0	0	0	0
g2556	contig_54_pilon;contig_54_pilon	150699;151345	150750;151436	+;+	144	51	35	75	107	39	81
g2557	contig_54_pilon	151537	152715	+	1179	1270	1184	1163	2002	1837	2263
g2558	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	157609;157609;157918;157918;158273;158273;158467;158467;158690;158690;159142;159142;159694;159694;160422;160422;160920;160920;161599;161599	157764;157764;157972;157972;158325;158325;158543;158543;158813;158813;159267;159267;159877;159877;160530;160530;160989;160989;161715;161631	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1071	1665	1907	1833	3171	2913	2184
g2559	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	161666;162463;163251;163431;163550	161719;162541;163303;163481;163591	-;-;-;-;-	279	165	167	199	252	131	200
g2560	contig_54_pilon;contig_54_pilon;contig_54_pilon	163456;163904;163991	163656;164326;164326	+;+;+	624	0	0	0	0	0	0
g2561	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	184660;185037;185885;186182;186489;186768;187275;187656	184802;185129;185947;186253;186600;186974;187343;187985	-;-;-;-;-;-;-;-	1089	633	664	472	720	404	709
g2562	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	188868;189184;189721;190195;190470;190834;191432	188891;189407;190021;190314;190649;191298;191686	+;+;+;+;+;+;+	1569	831	953	917	230	194	496
g2563	contig_54_pilon;contig_54_pilon	199316;199550	199483;199747	-;-	366	0	0	0	0	0	0
g2564	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	201473;202042;202378;203217;204125;205435;205756;206460;207535;207740	201736;202075;202409;204077;205345;205654;206346;207144;207619;207883	+;+;+;+;+;+;+;+;+;+	4137	1117	1488	1534	216	283	275
g2565	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	209141;209141;209141;209746;209746;209746;210592;210592;211165;211165;211644;211644;212158;212158	209599;209599;209434;210642;210542;210542;210670;210670;211278;211278;211711;211711;212230;212230	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1639	1292	1066	1092	2052	1434	1893
g2566	contig_54_pilon;contig_54_pilon;contig_54_pilon	213105;213281;213933	213195;213518;213939	+;+;+	336	225	130	166	451	333	403
g2567	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	214005;215036;215284;216444	214447;215070;215490;216601	+;+;+;+	843	746	561	567	1736	1680	1534
g2568	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	218043;218043;218358;218358;218776;218776;220089;220274;220274;220460	218147;218147;218571;218571;219761;219761;220138;220652;220302;220652	-;-;-;-;-;-;-;-;-;-	1734	1431	1772	2424	2864	1641	2633
g2569	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	230985;230985;231281;231281;231514;231514;231693;231693;231932;231932;232184;232184;232577;232577;232938;232938;233194;233194;233435;233435;233684;233684;233912;233912;234155;234155;234301;234301;234438;234438;235283;235283;235340;235340;235506;235527	231169;231169;231390;231390;231599;231599;231806;231806;232089;232089;232395;232395;232710;232710;233037;233037;233315;233315;233541;233541;233791;233791;234070;234070;234210;234210;234352;234352;234941;234941;235289;235289;235363;235363;235712;235712	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2445	718	960	787	1693	684	1996
g2570	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	235986;237492;237948;238484;238816;241057;241349;241911;242290;242673;243027;243450;243826;244184;244430;244699;244927;245162;245463;245684;246100	236132;237680;238215;238602;238928;241285;241588;241943;242420;242790;243143;243515;243888;244290;244523;244791;244996;245223;245529;245724;246237	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2505	1108	2014	1464	3467	3439	4671
g2571	contig_54_pilon;contig_54_pilon	237430;238235	237672;238681	-;-	690	0	0	0	0	0	0
g2572	contig_54_pilon	241135	241557	-	423	0	0	0	0	0	0
g2573	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	247101;247101;248588;248588;248952;248952;249773;249773;250281;250281;250522;250522;250836;250836;251091;251091;251280;251280;251763;251763;252036;252036;252358;252358;252568;252568;252971;252971;253342;253342;253682;253682;254064;254064;254241;254241;254443;254443;254757;254757;255282;256209;256209	247438;247438;248792;248792;249461;249461;249934;249934;250382;250382;250689;250689;250949;250949;251195;251195;251410;251410;251887;251887;252207;252207;252397;252397;252654;252654;253036;253036;253440;253440;253804;253804;254105;254105;254327;254327;254582;254640;254822;254822;255415;256545;256545	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3411	354	339	419	611	272	816
g2574	contig_54_pilon	256705	256950	+	246	4	6	7	10	0	1
g2575	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	258934;259288;259485;259755;260218	259169;259383;259596;259822;260350	+;+;+;+;+	645	640	535	809	501	246	479
g2576	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	260377;260743;260997;261463;261723;261921;262081;262374;262733;263274;263619;263952	260430;260832;261062;261528;261808;261966;262135;262450;263173;263378;263795;264056	+;+;+;+;+;+;+;+;+;+;+;+	1368	1687	1559	2033	1588	1048	1392
g2577	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	265007;265362;265391;265524;265704;265704;266090;266090;266435;266435;267068;267068	265059;265569;265430;265569;265889;265889;266245;266245;266670;266670;267223;267223	-;-;-;-;-;-;-;-;-;-;-;-	995	157	274	190	68	92	161
g2578	contig_54_pilon;contig_54_pilon;contig_54_pilon	267618;268519;269713	267803;269087;270070	+;+;+	1113	74	245	230	32	22	102
g2579	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	273109;273330;274524;274550;275588;275588;276063;276063;276496;276496;276963;276963;277280;277280;277816;277816;278186;278186;281214	273119;273457;275437;275437;275737;275737;276333;276333;276606;276606;277137;277137;277543;277543;278010;278010;278365;278393;281448	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2662	2297	4026	4281	2041	3120	3457
g2580	contig_54_pilon	281563	282552	+	990	7	5	30	0	0	14
g2581	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	283867;284094;284303;286543	283993;284188;286343;286817	+;+;+;+	2538	0	0	0	0	0	0
g2582	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	289710;290400;290606;291046;291256;291996;292792;293172;293690;293901;294355;294717;295114;295331;295605;296058;296391;296684;297153;297495;298050;298428;298752;299152;299258;299615	289800;290492;290860;291157;291340;292379;293049;293464;293756;294171;294554;294926;295227;295438;295769;296243;296546;296986;297341;297695;298271;298625;298965;299207;299423;299988	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4971	2	15	9	0	0	24
g2583	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	300736;301723;302126;302536;302941;303343;303733;304506	301176;301978;302433;302799;303234;303618;303881;304650	-;-;-;-;-;-;-;-	2133	100	187	85	0	6	2
g2584	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	304754;305048;305300;305843;306420	304991;305232;305721;306022;306669	+;+;+;+;+	1275	12	12	6	2	0	1
g2585	contig_54_pilon	306759	307100	+	342	0	2	0	0	0	0
g2586	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	307842;308355;309394;309626;310272;310710;311093;311371	308087;308878;309504;309778;310565;311036;311235;311540	-;-;-;-;-;-;-;-	1968	0	1	4	0	0	0
g2587	contig_54_pilon	322961	323296	+	336	0	0	0	0	0	0
g2588	contig_54_pilon	323685	324182	+	498	0	1	0	0	0	0
g2589	contig_54_pilon	325739	326026	-	288	0	0	0	0	0	0
g2590	contig_54_pilon	326279	326485	+	207	0	0	0	0	0	0
g2591	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	328071;328071;328678;328678;329001;329001;329548;329630;329691;329957;329957;330554;330554	328322;328322;328848;328848;329112;329105;329635;329691;329747;330083;330083;330574;330574	-;-;-;-;-;-;-;-;-;-;-;-;-	883	321	233	187	126	128	191
g2592	contig_54_pilon;contig_54_pilon;contig_54_pilon	330832;331305;331655	330952;331420;331702	+;+;+	285	79	66	102	75	25	99
g2593	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	331743;332416;333010;335294;339974	332238;332864;333180;335311;340015	+;+;+;+;+	1176	541	555	403	460	204	696
g2594	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	341413;341413;341626;341783;341845;342085;342085;342773;342773	341471;341471;341761;341810;341895;342630;342630;343525;343525	+;+;+;+;+;+;+;+;+	1573	713	895	894	468	298	586
g2595	contig_54_pilon;contig_54_pilon	345191;345716	345377;345747	-;-	219	18	43	36	18	16	50
g2596	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	346862;346862;350194;350434;351678;351832;352228	347158;347132;350280;350692;351753;352095;352485	+;+;+;+;+;+;+	1241	32	498	866	224	343	60
g2597	contig_54_pilon	350336	350608	-	273	0	1	0	0	0	0
g2598	contig_54_pilon	355828	356094	+	267	7	0	0	25	19	6
g2599	contig_54_pilon;contig_54_pilon;contig_54_pilon	361683;364307;365217	362000;364317;365277	-;-;-	390	198	31	45	445	195	344
g2600	contig_54_pilon;contig_54_pilon;contig_54_pilon	365335;366339;366485	365591;366417;366730	+;+;+	582	98	10	48	164	92	133
g2601	contig_54_pilon	366937	369990	+	3054	1259	1269	1417	930	337	1365
g2602	contig_54_pilon	371124	371576	+	453	101	37	49	140	24	52
g2603	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	371844;372816;373063;373375;373883;374243;374531;374857;375193;375610;376099;376320;377114;377543;378153;379108;380262;380491;380700;381242;382245;382658;383047;383455;384048;384344	372076;372878;373122;373465;373937;374319;374647;374941;375284;375863;376193;376474;377499;377590;378954;379205;380378;380610;380733;381596;382476;382851;383183;383847;384182;384469	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4554	9681	3650	3871	3992	2612	3483
g2604	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	388203;388515;388921;389804	388345;388725;389090;389939	+;+;+;+	660	0	0	0	0	0	0
g2605	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	390419;392200;393197;393352;393567;393769;394001	391289;392563;393300;393476;393611;393934;394209	-;-;-;-;-;-;-	1884	249	212	180	2	48	65
g2606	contig_54_pilon;contig_54_pilon	398441;399321	398956;399377	-;-	573	0	0	0	0	0	0
g2607	contig_54_pilon;contig_54_pilon	406857;407127	407064;407281	-;-	363	0	0	0	0	0	0
g2608	contig_54_pilon	408258	408626	-	369	0	0	0	0	0	0
g2609	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	410192;410227;410682;410686;410747;410769;411230;411230;411264;411494;411912;411912;411912;412404;412404;412404;413052;413052;413052;413210;413210	410267;410267;410702;410715;410802;410802;411416;411611;411611;411611;412007;412007;412007;412631;412631;412631;413219;413096;413096;413284;413284	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1105	764	425	334	464	200	1088
g2610	contig_54_pilon;contig_54_pilon	422581;422799	422747;423117	-;-	486	3	3	3	8	26	28
g2611	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	423355;423878;424261;424516;424775;425089;425357;425720;426062;426630	423450;424123;424410;424646;424988;425234;425590;425922;426305;426873	+;+;+;+;+;+;+;+;+;+	1908	1823	7855	6913	20493	13769	6703
g2612	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	428876;429390;429865;431071;431259;432401;432781;433071;433489	429261;429575;429963;431203;431382;432544;432906;433222;433707	+;+;+;+;+;+;+;+;+	1569	860	976	1065	1570	1597	1330
g2613	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	435179;435646;436079;436561;437434;438535;439030	435530;436017;436429;437076;437471;438678;439200	-;-;-;-;-;-;-	1944	19	8	27	7	0	2
g2614	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	443070;443848;444310;444599;444884	443072;443967;444438;444728;444990	+;+;+;+;+	489	824	1307	1089	569	287	976
g2615	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	445757;446182;447394;447779;448288;448532	446044;446211;447532;448152;448472;448712	+;+;+;+;+;+	1197	1309	913	1555	629	613	534
g2616	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	448816;449923;450219;451113	448943;450132;450349;451144	+;+;+;+	501	179	165	221	375	294	216
g2617	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	451166;451570;451823;452206;452704	451268;451694;452053;452588;452887	+;+;+;+;+	1026	4599	2553	3324	2466	2447	2065
g2618	contig_54_pilon;contig_54_pilon	453213;453860	453718;453977	-;-	624	0	0	0	45	54	8
g2619	contig_54_pilon;contig_54_pilon;contig_54_pilon	458828;459012;459362	458911;459132;460884	+;+;+	1728	19	26	40	6	6	24
g2620	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	461682;462252;462581;462888	461849;462305;462712;462944	-;-;-;-	411	113	80	123	29	43	25
g2621	contig_54_pilon;contig_54_pilon;contig_54_pilon	468619;469075;469730	468786;469458;469975	+;+;+	798	0	32	14	2	0	8
g2622	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	471140;471567;472192;472971	471316;472016;472443;473219	+;+;+;+	1128	0	0	0	0	0	0
g2623	contig_54_pilon;contig_54_pilon	474346;475185	475063;475666	+;+	1200	28	2	10	2	6	1
g2624	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	476498;476737;477138;477713;478165;478646;478844;479576;480477;480918	476505;476971;477320;477898;478465;478695;479000;479781;480714;481093	-;-;-;-;-;-;-;-;-;-	1740	6917	23573	26682	3013	4157	5913
g2625	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	485355;485536;485910;486152;486446;486638;486904;487149;487523;487688;487949;488151;488425;488678;489062	485417;485583;485986;486233;486508;486713;486965;487232;487588;487774;488034;488238;488516;488719;489236	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1191	2300	2019	2243	1205	1005	1904
g2626	contig_54_pilon;contig_54_pilon	489323;490033	489330;490471	-;-	447	179	235	169	163	120	174
g2627	contig_54_pilon	490630	490851	-	222	0	0	0	0	0	0
g2628	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	494181;494230;495127;495127;495445;495451;495459;496577;496577;496577;496933;496933;496933	494356;494398;495150;495185;496254;496254;496254;496771;496771;496771;497049;497049;497049	+;+;+;+;+;+;+;+;+;+;+;+;+	1399	843	733	871	460	317	908
g2629	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	497441;498242;498518;498740	497761;498364;498626;498843	-;-;-;-	657	16	2	7	18	2	22
g2630	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	504811;505484;505827;506436;506751;507314;507647	505436;505723;506028;506632;506892;507456;507719	+;+;+;+;+;+;+	1623	193	317	217	358	360	491
g2631	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	508539;508813;509740;510027;510393;510601;511238;511614;511914;512331;512507;513000;513427;513729;514102;514512;514949;515353	508600;508969;509802;510176;510440;510680;511340;511744;512091;512388;512570;513170;513538;513989;514268;514731;515171;515714	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2610	13264	1340	2014	8658	7188	6953
g2632	contig_54_pilon;contig_54_pilon	518098;518287	518241;518526	+;+	384	0	0	0	3	0	0
g2633	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	525705;526273;526656;526988;527344;527590;527932;528168;528455;529128	525948;526516;526858;527221;527489;527803;528062;528317;528700;529223	-;-;-;-;-;-;-;-;-;-	1908	4312	25195	24122	22446	28384	12019
g2634	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	529469;529859;533768;535002	529709;529981;533877;535100	+;+;+;+	573	0	3	5	2	0	4
g2635	contig_54_pilon;contig_54_pilon	540771;542307	541007;542345	-;-	276	0	0	0	0	0	0
g2636	contig_54_pilon;contig_54_pilon	543840;545340	543945;545662	+;+	429	0	2	0	0	0	0
g2637	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	545786;546241;546345;546573;546948;547599;548527;548906	545935;546270;546400;546802;547503;547714;548690;549130	+;+;+;+;+;+;+;+	1527	761	1209	1614	1485	2691	1800
g2638	contig_54_pilon;contig_54_pilon	551094;551380	551154;551642	-;-	324	0	0	3	0	0	0
g2639	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	551696;551952;552177;552441;552754;553094;553994;555004;555276;555551;556187;556197;556959;556959;557360;557360;557980;557980	551790;552043;552280;552607;552983;553646;554076;555139;555406;555611;556433;556433;557150;557150;557528;557528;558398;558398	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2679	229	16554	3635	4304	12717	7560
g2640	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	558756;559590;560112;560662;561032	558788;559937;560357;560853;561637	+;+;+;+;+	1425	7679	24855	19481	22947	24241	14203
g2641	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	564822;565385;565988;566602	565255;565556;566182;566838	-;-;-;-	1038	9692	6196	10546	690	1203	1699
g2642	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	573003;573597;573904;574348	573448;573768;574098;574515	-;-;-;-	981	28334	17600	17797	4659	5512	7529
